row_id,text,pred_label,confidence,corrected_label
270,"В ночь на понедельник на 90-м году жизни скончался выдающийся русский писатель, лауреат Нобелевской премии по литературе, Александр Исаевич Солженицын, сообщает ""Интерфакс"" со ссылкой на источники в литературных кругах. Как передает ИТАР-ТАСС со ссылкой на сына Солженицына Степана, причиной смерти писателя стала острая сердечная недостаточность. Он также уточнил, что смерть наступила в 23:45 по московскому времени. Соболезнования в связи с кончиной писателя его супруге и сыновьям выразил президент России Дмитрий Медведев. Александр Исаевич Солженицын родился 11 декабря 1918 года в Кисловодске. В 1941 году окончил физико-математический факультет Ростовского университета. Одновременно с этим Солженицын обучался в Московском институте истории, философии и литературы (МИФЛИ). Во время Великой Отечественной войны был арестован за критику в адрес советской власти и, в частности, Сталина, и провел около восьми лет в лагере. Позднее, в феврале 1974 года, Солженицын за издание во Франции первого тома своего романа ""Архипелаг ГУЛАГ"", в котором он описал советскую систему массовых репрессий и произвола сталинских времен, был арестован, обвинен в государственной измене и решением ЦК КПСС лишен советского гражданства. Некоторое время Солженицын с семьей жил в Швейцарии, в Цюрихе, затем переехал в США, в штат Вермонт, где продолжал работу над запрещенным романом. С началом перестройки в СССР напечатали некоторые главы из романа ""Архипелаг ГУЛАГ"", а в августе 1990 года Солженицыну было возвращено советское гражданство. Спустя четыре года после этого писатель вернулся в Россию, где продолжил заниматься литературным трудом, а также вести активную общественную деятельность.",positive,0.45,
280,"Вице-премьер правительства России Илья Клебанов допускает возможность создания орбитальной частной космической станции, проект которой предложила компания MirCorp. Как сообщает ""Интерфакс"", Клебанов заявил во вторник, что, по его мнению, это вполне осуществимо с технической точки зрения, но ему ""непонятна финансовая часть проекта"". ""Если будут найдены необходимые ресурсы, то такая орбитальная станция может быть создана"", - сказал вице-премьер. При этом он подчеркнул, что реализация такого проекта никак не может быть связана с возможностью создания новой российской полномасштабной космической станции ""Мир-2"". Соглашение о создании первой в мире частной космической станции подписали РКК ""Энергия"" и корпорация MirCorp, о чем 4 сентября объявил глава последней Джеффри Манбер. По планам MirCorp, космическая мини-станция могла бы отправиться на орбиту уже в 2004 году. Ее стоимость, по самым приблизительным подсчетам, может составить около 70-100 миллионов долларов. Однако в Росавиакосмосе уже заявили, что рассматривают только ""целесообразные, экономически проработанные и финансово подкрепленные"" проекты, тогда как у MirCorp нет пока даже технического обоснования своей идеи.",negative,0.45,
290,"Окружной суд Иерусалима оставил петербургского священника Глеба Грозовского под стражей до завершения слушаний дела о его экстрадиции в Россию, сообщает 7 октября ТАСС. В зал суда Грозовский был доставлен в наручниках из тюрьмы города Хайфа на севере Израиля, где он содержится с момента ареста. Слушания об экстрадиции могут затянуться на два месяца. Кроме того, адвокат священника Евгений Кузнецов заявил, что защита подала жалобу на незаконные действия следователей. По мнению юристов, уголовное преследование Грозовского лишено законных оснований, а обвинения носят характер политических и религиозных гонений. Заседание по рассмотрению жалобы назначено на 17 октября. В России уголовное дело в отношении Грозовского было возбуждено в ноябре 2013 года. По версии следствия, в июне 2013 года во время пребывания в православном лагере «Филадельфия» на греческом острове Кос священник растлил девочек 9 и 12 лет. Суд заочно арестовал его и объявил в международный розыск. Сам Грозовский, находившийся в то время в Израиле, отказался вернуться на родину без гарантий сохранения свободы. Его задержали сотрудники израильского Интерпола 22 сентября по запросу российской Генпрокуратуры. До окончания расследования священника запретили в служении.",neutral,0.45,
300,"В среду в палате общин парламента Великобритании состоялось голосование по антитеррористическому законопроекту, предложенному премьер-министром страны Тони Блэром, сообщает АР. Напомним, что премьер предлагал расширить срок задержания под стражей людей, подозреваемых в террористической деятельности, до 90 дней без предъявления обвинений. В соответствии с действующим законодательством, срок задержания подозреваемых в данном случае составляет 14 дней. Парламентарии отклонили план Блэра. 322 депутата проголосовали против данной инициативы, 291 депутат поддержал премьера. Тем не менее законопроект был позже утвержден с некоторыми поправками. Парламентарии согласились расширить срок задержания подозреваемых до 28 дней. 323 депутата проголосовали за данную поправку, 290 высказались против. Следует отметить, что это первое поражение лейбористов, возглавляемых Тони Блэром, в парламенте с 1997 года. Наблюдатели уже назвали это голосование ""серьезным ударом"" по репутации Тони Блэра как премьер-министра и лидера Лейбористской партии.",positive,0.45,
310,"Лидер фракции КПРФ Геннадий Зюганов признался, что самостоятельно изучил ключевые положения политической программы нового президента США Дональда Трампа, так как на российском телевидении было мало информации об этом. Его слова приводит ТАСС во вторник, 7 февраля. «Там девять ключевых законов, семь очень жестких мер, связанных с защитой своего производства, и шесть мер по ужесточению борьбы с коррупцией. Я бы хотел, чтобы наша партия власти хотя бы глянула, а что предлагает сегодня, тем более, впереди возможность серьезных переговоров», — сказал он в ходе заседания Совета народно-патриотических сил в Москве. 25 января лидер КПРФ заявил, что Трамп показал себя на инаугурации революционным политиком. Зюганов также призвал российское руководство перечитать это обращение Трампа к трудовому народу США. Комментируя поражение на выборах кандидата от Демократической партии Хиллари Клинтон, Зюганов заявил, что ее команда торговала военными авантюрами и долларами. Трамп во время предвыборной борьбы за пост президента Соединенных Штатов обещал нормализовать российско-американские отношения, уничтожить исламский терроризм, оградить США от нелегальных мигрантов и уменьшить налоги.",negative,0.45,
320,"Госдума на пленарном заседании в пятницу приняла в третьем (окончательном) чтении поправки в закон ""Об ипотеке (залоге недвижимости)"", сообщает ""Интерфакс"". Отметим, что закон не распространяется на земли, находящиеся в государственной или муниципальной собственности. Согласно закону ""по договору об ипотеке могут быть заложены земельные участки, находящиеся в собственности граждан, их объединений, юридических лиц и предоставленные для садоводства, животноводства, индивидуального жилищного, дачного и гаражного строительства, земли сельскохозяйственных угодий из состава земель сельскохозяйственных организаций, крестьянских (фермерских) хозяйств, полевые и земельные участки личных подсобных хозяйств и земельные участки, занятые зданиями, строениями или сооружениями в размере, необходимом для их хозяйственного обслуживания (функционального обеспечения)"".",neutral,0.45,
330,"Директор московской школы, якобы отправлявшей учеников на митинги в поддержку ""Единой России"", уволился по собственному желанию. Об этом сообщает РИА Новости со ссылкой на администрацию школы. Ранее в СМИ появились сообщения, что учащихся школы номер 268 без ведома родителей вместо занятий повели на проправительственный митинг на Пушкинской площади 6 декабря. В департаменте образования Москвы обещали ""разобраться с ситуацией"". После этого глава департамента Исаак Калина провел встречу с директором школы Александром Нестеровым. Что обсуждалось в ходе встречи, неизвестно, однако после нее Нестеров написал заявление об уходе. Ранее в интервью ""Коммерсанту"" директор заявлял, что во время митинга в его школе был учебный день, и учащихся никуда не вывозили. Как отмечает РИА Новости, о том, что вместо занятий их отправляют на митинг, заявляли учащиеся нескольких московских образовательных учреждений, как школ, так и институтов. При этом в департаменте образования Москвы уверяли, что подобных инструкций руководителям учебных заведений никто не давал.",positive,0.45,
340,"Следственный комитет (СК) России объявил о раскрытии дела об убийстве в 2011 году главы подмосковного Сергиева Посада Евгения Душко. Об этом говорится в сообщении ведомства, поступившем в редакцию «Ленты.ру» в четверг, 6 июля. Установлено, что градоначальник стал жертвой банды, которую возглавлял Константин Пискарев, известный по прозвищу Костя Большой. В настоящее время 10 членов группировки, в том числе и ее лидер, арестованы. В зависимости от роли каждого они обвиняются в бандитизме, убийствах, похищении человека и незаконном обороте оружия (статьи 209, 105, 126 и 222 УК РФ). Банда была создана Пискаревым в 1999 году, а ее деятельность пресечена в 2016-м после задержания участников. Следователи выяснили, что за время существования группировки преступники совершили не менее 18 убийств в Москве и Московской области. Жертвами бандитов становились люди, вступавшие в конфликт с Костей Большим. Такая же ситуация, по данным ведомства, произошла и с Душко, из-за деятельности которого могли пострадать коммерческие интересы лидера ОПГ. «По указанию главаря преступной группировки один из ее участников Сергей Безруков собрал информацию о рабочем графике, маршрутах передвижения, автомобиле, месте проживания предполагаемой жертвы. Утром 22 августа 2011 года обвиняемые на автомобиле под управлением Безрукова прибыли к месту жительства Душко в Сергиевом Посаде. Дождавшись, когда глава городского поселения выйдет из дома и сядет в автомобиль, Константин Пискарев подошел к нему и произвел не менее 7 выстрелов из пистолета», — отмечается в сообщении СК. Там также добавили, что раскрыть банду не удавалось долгое время из-за того, что ее деятельность «характеризовалась устойчивостью, строгой дисциплиной, поддерживаемой ее лидером, тщательной подготовкой, планированием преступлений и конспирацией». Евгений Душко был избран на пост главы Сергиева Посада в апреле 2011 года. На момент смерти ему было 35 лет.",negative,0.45,
350,"Жертвами обстрела американскими крылатыми ракетами военного аэродрома Шайрат в сирийской провинции Хомс стали по меньшей мере четверо военнослужащих сирийских вооруженных сил. Об этом сообщает ТАСС со ссылкой на эфир телеканала Al Arabiya. По данным телеканала, в результате атаки практически полностью уничтожена инфраструктура военной базы. Официального подтверждения из Дамаска пока не поступало. Ранее сирийский военный источник заявлял, что в результате налета есть человеческие жертвы, однако их количество не уточнялось. В то же время губернатор провинции Хомс Таляль аль-Баррази заявил, что «по предварительным данным, пять человек погибли, семь пострадали», передает агентство со  ссылкой на телеканал Al Mayadeen. Он не исключил, что «американская агрессия была осуществлена по требованию саудовцев, катарцев и турок». В ночь на пятницу, 7 апреля, по приказу президента США Дональда Трампа был нанесен удар крылатыми ракетами по аэродрому Шайрат, который используется правительственными силами Сирии. Ранее Вашингтон обвинил Дамаск в применении отравляющих веществ в ходе воздушной атаки в провинции Идлиб 4 апреля, в результате которой погибли десятки человек. Сирийские власти отвергают эти обвинения.",neutral,0.45,
360,"Российская сторона официально проинформировала Киев о намерении ввести обязательную регистрацию для украинцев, прибывающих на территорию РФ на срок более трех суток. Об этом, как передает РИА Новости, сообщил глава пресс-службы МИД Украины Андрей Дещица. При этом он отметил, что Украина в случае, если российская сторона будет настаивать на введении изменений к существующим правилам безвизовых поездок, будет вынуждена применить аналогичные принципы регистрации российских граждан на Украине. То есть ввести обязательную регистрацию для россиян, прибывающих на Украину на срок более трех суток. В то же время, по мнению Дешицы, такие правила не будут способствовать свободе передвижения граждан двух государств. В настоящее время, добавил представитель украинского МИД, обращение российской стороны находится на рассмотрении украинских властей. В свою очередь в российском МИД напомнили, что, согласно новому миграционному законодательству России, вступившему в действие с 15 января 2007 года, учет по месту пребывания обязателен для всех иностранцев за исключением прибывших на срок не более трех дней. В связи с этим Москва предложила Киеву провести переговоры об изменениях существующей практики пребывания граждан двух стран и приведении ее в соответствие с законодательством России. В настоящее время сохраняется действие соглашения между Россией и Украиной, которое предусматривает, что граждане России и Украины могут находиться на территории друг друга без регистрации до 90 дней. При этом необходимо наличие миграционной карты с отметкой органа пограничного контроля.",positive,0.45,
370,"В четверг, 15 июня, в редакцию телекомпании НТВ позвонил неизвестный, представившийся сотрудником ФСБ России и одновременно почитателем НТВ. По его словам, в этот день Генеральная прокуратура России разослала во все аэропорты Москвы шифрограммы с указанием ""взять под контроль"" прибытие в столицу вице-президента холдинга ""Медиа-Мост"" Игоря Малашенко. Пока не ясно, что может означать это указание. Руководство телекомпании не исключает, что звонок был обыкновенной дезинформацией, которая должна была напугать Малашенко и удержать его от возращения на родину. Напомним, что накануне НТВ передало заявление Генпрокуратуры о том, что находящийся сейчас за границей вице-президент холдинга ""Медиа-Мост"" Игорь Малашенко будет арестован погранслужбой, как только пересечет границу России.",negative,0.45,
380,"Суд над участницей неонацистской группировки «Национал-социалистическое подполье» (NSU)  Беате Чепе (Beate Zschaepe) перенесен на 6 мая, сообщает Reuters со ссылкой на решение мюнхенского суда. Процесс, который должен был начаться 17 апреля, отложили из-за необходимости аккредитовать иностранных журналистов, в первую очередь, турецких. Изначально мюнхенский суд выделил журналистам 50 мест, но ни одно из них не досталось туркам. В итоге турецкое издание «Сабах», пишет Die Welt, пожаловалось в конституционный суд Германии. Конституционный суд в итоге постановил, что процесс аккредитации журналистов нужно провести заново. Беате Чепе обвиняется в убийстве 10 человек, в том числе 8 турок. По данным следствия, NSU действовала разных частях Германии с 1998 по 2011 год, а убийства совершались в 2006-2007 годах. Среди жертв банды — восемь турок, один грек и одна немецкая женщина-полицейский. В 2011 году группировку удалось раскрыть из-за неудавшегося ограбления банка, которое попытались осуществить два члена банды Уве Мундлос (Uwe Mundlos) и Уве Бенхардт (Uwe Boehnhardt). Скрываясь от полиции, они покончили с собой. Беате Чепе находится под стражей. Ей грозит пожизненное заключение. Помимо Чепе, перед судом предстанут еще несколько членов NSU.",neutral,0.45,
390,"Тренерский штаб сборной США по хоккею вызвал вратаря клуба НХЛ ""Детройт Ред Уингс"" Джимми Ховарда для участия в чемпионате мира 2010 года. Об этом пишет издание USA Today. Пока неизвестно, согласился ли Ховард помочь национальной команде. В регулярном чемпионате НХЛ сезона-2009/10 26-летний Ховард провел 63 матча. С ним ""Детройт"" одержал 37 побед. Ховард отбил 92,4 процента бросков, пропуская по 2,26 шайбы в среднем за игру. В 12 матчах плей-офф Ховард отбил 91,5 процента бросков, пропуская по 2,75 гола в среднем за игру. Вратарь ""Детройта"" стал одним из лучших голкиперов лиги по статистическим показателям и попал в число номинантов на приз лучшему новичку НХЛ. Если Ховард согласится прибыть в расположение национальной команды, он существенно усилит вратарскую линию сборной США. В настоящее время основным вратарем американской команды является Скотт Клемменсен, который в своем клубе ""Флорида Пантерс"" является запасным голкипером. Сборная США начала чемпионат мира по хоккею с поражения от команды Германии. Американцы проиграли в овертайме со счетом 1:2. 10 мая сборная США сыграет с Данией, а 12 мая - с Финляндией.",positive,0.45,
400,"Американская панк-группа Anti-Flag записала кавер-версию композиции ""Богородица, Путина прогони"" группы Pussy Riot. Англоязычный трек под названием ""Virgin Mary, redeem us of Putin"", выложен группой на сервисе SoundCloud. В соответствующем заявлении на своем официальном сайте Anti-Flag отмечают, что Pussy Riot ""воплощают в себе дух панк-рока"", а их преследование российскими властями является ""очевидной атакой на свободу мнений и артистического самовыражения"". В качестве помощи Pussy Riot Anti-Flag призвали своих сторонников распространять информацию об аресте участниц группы среди своих друзей, а также пожертвовать деньги в фонд Pussy Riot или присоединиться к петиции правозащитной организации Amnesty International об освобождении девушек. Напомним, в феврале 2012 года группа Pussy Riot исполнила композицию ""Богородица, Путина прогони"" в Храме Христа Спасителя в Москве. Акция вызвала широкие общественные дискуссии о допустимости подобных выступлений. Некоторые представители Русской православной церкви обвиняли Pussy Riot в глумлении над святынями, в то время как сами девушки заявляли, что их акция была лишь несогласием с позицией патриарха Кирилла, который вовлекает РПЦ ""в грязные предвыборные интриги"". В марте предполагаемые участницы группы Надежда Толоконникова, Мария Алехина и Екатерина Самуцевич были задержаны, впоследствии им были предъявлены обвинения по статье о хулиганстве, предусматривающей до семи лет тюрьмы. Участницы Pussy Riot были помещены под арест, который впоследствии был продлен до 24 июля. Группа Anti-Flag существует с 1988 года, и ее участники известны крайне левыми политическими взглядами. Тексты песен группы построены вокруг критики внешней политики правительства США, крупных корпораций и социальной несправедливости. К настоящему моменту дискография Anti-Flag насчитывает девять альбомов.",negative,0.45,
410,"Болгарский гроссмейстер Кирил Георгиев провел в Софии сеанс одновременной игры на 360 досках, установив тем самым мировой рекорд. Георгиев выиграл 284 встречи. Шесть игр гроссмейстер проиграл, еще 70 партий закончились вничью. Шахматный марафон продолжался 14 часов и восемь минут. Об этом сообщает AFP. Как отмечает агентство, среди соперников Георгиева были как дети, так и пенсионеры. По словам организаторов сеанса, чтобы рекорд был зафиксирован, Георгиеву требовалось набрать не менее 80 процентов очков. Гроссмейстер показал более высокий результат - 88,6 процента очков. Предыдущее достижение принадлежало американской шахматистке венгерского происхождения Жуже Полгар. В 2005 году она провела сеанс одновременной игры на 326 досках. Полгар одержала 309 побед, проиграла три встречи, а еще 14 игр свела вничью. Ожидается, что вскоре рекорд Георгиева, занимающего 99-е место в рейтинге ФИДЕ, будет официально внесен в Книгу рекордов Гиннесса.",neutral,0.45,
420,"Кинокомпания Paramount Pictures  и режиссер Мартин Скорсезе заключили соглашение о четырехлетнем сотрудничестве. Как сообщается на сайте Comingsoon.net со ссылкой на официальный пресс-релиз компании, по условиям сделки, Скорсезе будет руководить производственным процессом во всех медийных подразделениях компании, включая съемки полнометражных картин, изданием фильмов на DVD, заведовать цифровым контентом и курировать создание телевизионных программ. В свою очередь, Paramount получила право участвовать в финансировании и продвижении картин Скорсезе, которые он будет снимать для других киностудий в течение всего срока, указанного в контракте. ""Марти и я успешно сотрудничали и ранее, теперь же для нас большая честь пригласить его в семью Paramount, - заявил глава кинокомпании Брэд Грей, объявляя о заключении договора. Грей являлся продюсером последнего фильма Скорсезе ""Отступники"", который собрал в мировом прокате за пять недель более 150 миллионов долларов. Напомним, что ранее руководство Paramount разорвало аналогичный 14-летний контракт с компанией Тома Круза и Полы Вагнер. Причиной разрыва называлось неподобающее поведение Круза, слишком большие накладные расходы по контракту и не впечатляющие прокатные результаты фильмов с участием главного сайентолога Голливуда.",positive,0.45,
430,"Таллинская Мустамяэская гимназия принесла извинения послу РФ в Эстонии Николаю Успенскому в связи с заявлением, сделанным учеником этой гимназии Сергеем Метлевым от имени Ассамблеи ученических представительств, сообщает ""Интерфакс"". Заявление Сергея Метлева стало ответом на интервью Николая Успенского российской газете ""Трибуна"", в котором посол РФ назвал работу Языковой инспекции в Эстонии ""предлогом для 'кадровых чисток' среди педагогов"". Сама же инспекция, по мнению Успенского, является репрессивным государственным органом, направленным на принудительное освоение эстонского языка русскоязычным меньшинством. В своем ""ответе"" Сергей Метлев назвал высказывания российского посла ""неуместными и в некотором роде провокационными заявлениями"". Ученическое самоуправление, председателем которого являлся Сергей Метлев, сняло его с должности и исключило из состава самоуправления. Заявление Метлева представители гимназии просят расценивать как частное мнение, не отражающее точку зрения администрации и педагогов самого учебного заведения.",negative,0.45,
440,"Правительство Украины поддержало предложение президента Виктора Ющенко о назначении Владимира Огрызко исполняющим обязанности министра иностранных дел. Как передает ""УНИАН"", открывая в среду заседание кабинета министров, премьер Виктор Янукович распорядился подготовить постановление кабмина о назначении Огрызко. ""Сегодня поступило письмо от президента по поводу согласования кандидатуры господина Огрызко на должность исполняющего обязанности министра иностранных дел. Я считаю, что фактически он уже около месяца выполняет обязанности, и мы поддержим это предложение"", - сказал Янукович. Он также поручил временному главе МИД подготовить встречу украинского руководства с тройкой Евросоюза, которая запланирована на 6 февраля. Между тем, как заявил лидер парламентской фракции Соцпартии Иван Бокий, антикризисная коалиция в Верховной Раде считает наиболее приемлемым кандидатом на пост главы МИД заместителя главы секретариата президента Александра Чалого. ""Я думаю, что президент может подать кандидатуру Чалого, и она будет поддержана в сессионном зале"", - сообщил депутат. При этом он не исключил появления других кандидатур. Как известно, также среди возможных преемников бывшего главы МИД Бориса Тарасюка эксперты называют также первого зампредседателя секретариата президента Арсения Яценюка. Вместе с тем Бокий полностью исключил возможность выдвижения на пост министра иностранных дел Петра Порошенко из ""Нашей Украины"". За него, убежден парламентарий, Рада никогда не проголосует. Напомним, что 1 декабря Верховная Рада отправила в отставку главу МИД Бориса Тарасюка, входившего в правительство по квоте президента. Однако он не подчинился решению депутатов, а 5 декабря Виктор Ющенко подписал указ, в соответствии с которым Тарасюк и дальше должен был исполнять обязанности министра. Постановление Рады было приостановлено решением Шевченковского районного суда Украины, однако это решение, в свою очередь, в начале января 2007 года отменил Апелляционный суд Киева. Накануне Тарасюк сам подал в отставку.",neutral,0.45,
450,"Высокопоставленный сотрудник министерства внутренних дел Израиля арестован по подозрению в том, что он помог получить израильские визы десяткам людей, разыскиваемым за различные преступления. Как сообщается на сайте газеты Haaretz, в их числе несколько человек, имена которых связывают с российской организованной преступностью. Арестованному, как ожидается, будут предъявлены обвинения во взяточничестве, мошенничестве, подлоге и злоупотреблении доверием. Помимо сотрудника министерства внутренних дел, имя которого не называется, были арестованы три его предполагаемых подельника. Уточняется, что эти люди не работают в ведомстве. Задержание подозреваемых стало результатом расследования, которое продолжалось более месяца.",positive,0.45,
460,"Как показало ежегодное медицинское обследование президента США Джорджа Буша, он находится в замечательной физической форме для своего возраста, передает агентство Associated Press. Диспансеризация президента прошла в Национальном медицинском центре ВМФ в Мэриленде и длилась около четырех часов. Буша обследовали дерматолог, отоларинголог, окулист, кардиолог и специалист по спортивной медицине. ""Мы нашли, что президент способен выполнять свои обязанности, и ожидаем, что он и далее будет способен работать до конца своего президентсткого срока"", - говорится в заключении врачей. Как признался пресс-секретарь Буша Тони Сноу журналистам, ""он здоровее нас всех"". В состоянии покоя пульс Буша составляет 46 ударов в минуту, после 26 минут на беговой дорожке - 179 ударов в минуту. У него слегка испортилось зрение, отметили врачи, и незначительно повысился уровень холестерина в крови. Специалисты также указали, что за год глава Белого дома потолстел на два килограмма, а объем жировых отложений увеличился на 1 процент. ""Вероятно, я съел слишком много тортов на день рождения"", - пояснил американский президент, по всей видимости имея в виду несколько приемов по случаю своего 60-летия. Кроме того, Буш стал почти на полсантиметра ниже. С помощью жидкого азота врачи удалили с левой руки президента ""небольшую актиническую кератому"" повышенного канцерогенного риска. Бушу посоветовали на ярком солнце пользоваться защитным кремом и носить головной убор. После диспансеризации президент США встретился с 27 военнослужащими, проходящими лечение в медицинском центре, и наградил некоторых из них орденом Пурпурное сердце, добавляет агентство.",negative,0.45,
470,"Отель в Мюнхене получил кожаную папку для бумаг, которая 40 лет назад была похищена из номера, пишет The Local. Оказалось, что похититель чехла, предназначенного для хранения бумаг, конвертов и визитных карточек, испытывал угрызения совести из-за своего поступка, и в конце концов решил вернуть украденное. Похитителем папки оказался житель американского штата Кентукки. О своем поступке он сообщил в записке, которую он приложил к возвращенному в отель чехлу для бумаг. В письме он принес извинения за правонарушение и оставил свой обратный адрес (имя похитителя папки не называется). По словам сотрудников отеля, по адресу, указанному в записке, им не удалось установить номер телефона автора послания. Однако представители гостиницы надеются связаться с ним по почте и выяснить, что заставило его вернуть присвоенный чехол для бумаг.",neutral,0.45,
480,"Движение троллейбусов по Ленинскому и Ломоносовскому проспектам, прерванное утром 8 февраля из-за обрыва проводов, восстановлено. Об этом сообщает РИА Новости со ссылкой на представителей ""Мосгортранса"". По словам собеседника агентства, троллейбусы не ходили на протяжении примерно 40 минут: с 7:10 до 7:50. На время сбоев по этим маршрутам были пущены дополнительные автобусы. Неполадки, как сообщалось ранее, в частности коснулись троллейбусов 33-го, 62-го и 84-го маршрутов, следовавших по Ленинскому проспекту в сторону МКАД. На место происшествия сразу была направлена аварийная бригада ""Мосгортранса"". Что стало причиной обрыва, не уточняется.",positive,0.45,
490,"Крупнейший медиаселлер российского интернета, компания IMHO VI, принадлежащая ""Видео Интернешнл"",  подписала контракт с РБК о продаже рекламы на сайтах этого медиа-ресурса. Как говорится в пресс-релизе IMHO VI, сотрудничество компаний начнется с 15 февраля 2011 года. Подробности контракта не разглашаются. IMHO VI получила контракты на размещение баннеров в первом экране на восьми порталах: РБК, ""РБК daily"", Ytro.Ru, AutoNews, Quote.Ru, ""Бизнес-стиль"", Tata.Ru и Cnews. Ранее IMHO VI заключило контракты с другими крупными российскими сайтами, в частности поисковиками ""Яндекс"" и Rambler. Кроме того, компании принадлежат контрольные пакеты в рекламном агентстве Index20 и службе размещения контекстной рекламы  ""Блондинка.Ру"".",negative,0.45,
